timestamp,value,anomaly_score,label,dataset
2015-04-01T02:17:53.0,6,0.41475135,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:22:53.0,8,0.41491905,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:27:53.0,3,0.39544016,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:32:53.0,2,0.38011637,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:37:53.0,4,0.3703226,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:42:53.0,6,0.36062628,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:47:53.0,13,0.36305144,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:52:53.0,6,0.3465357,false,realTweets/Twitter_volume_KO.csv
2015-04-01T02:57:53.0,13,0.35212493,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:02:53.0,7,0.34132403,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:07:53.0,1,0.32478735,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:12:53.0,9,0.33232728,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:17:53.0,2,0.32053366,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:22:53.0,8,0.32491085,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:27:53.0,7,0.32431185,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:32:53.0,6,0.32189295,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:37:53.0,4,0.31739932,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:42:53.0,4,0.31540182,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:47:53.0,14,0.33136496,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:52:53.0,4,0.32287517,false,realTweets/Twitter_volume_KO.csv
2015-04-01T03:57:53.0,10,0.32866272,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:02:53.0,6,0.32506526,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:07:53.0,7,0.32480943,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:12:53.0,3,0.31791833,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:17:53.0,8,0.32311097,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:22:53.0,3,0.31698975,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:27:53.0,7,0.32033393,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:32:53.0,7,0.32215995,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:37:53.0,5,0.31939813,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:42:53.0,9,0.32496077,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:47:53.0,10,0.3299541,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:52:53.0,5,0.3238718,false,realTweets/Twitter_volume_KO.csv
2015-04-01T04:57:53.0,2,0.31564817,false,realTweets/Twitter_volume_KO.csv
2015-04-01T05:02:53.0,9,0.32389373,false,realTweets/Twitter_volume_KO.csv
