timestamp,value,anomaly_score,label,dataset
2014-07-17T00:35:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T00:40:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T00:45:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T00:50:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T00:55:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:00:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:05:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:15:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:20:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:25:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:30:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:35:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:40:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:45:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:50:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T01:55:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:00:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:05:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:10:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:15:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:20:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:25:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:30:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:35:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:40:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:45:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:50:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T02:55:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:00:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:05:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:10:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:15:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:20:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:25:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:30:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:35:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
2014-07-17T03:40:00.0,0.0,0.5245023,false,realKnownCause/rogue_agent_key_hold.csv
