timestamp,value,anomaly_score,label,dataset
2015-09-13T15:03:00.0,9.89,0.40553465,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:08:00.0,5.89,0.39075813,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:13:00.0,4.44,0.3881553,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:18:00.0,7.0,0.39678204,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:23:00.0,6.83,0.39117157,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:28:00.0,4.06,0.38149393,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:33:00.0,6.39,0.39121494,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:38:00.0,8.94,0.40024468,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:48:00.0,9.33,0.40078217,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:53:00.0,10.33,0.40604162,false,realTraffic/occupancy_t4013.csv
2015-09-13T15:58:00.0,5.44,0.38966995,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:03:00.0,3.06,0.38561636,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:08:00.0,6.06,0.39423892,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:13:00.0,9.72,0.40552947,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:18:00.0,9.17,0.3998652,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:23:00.0,8.39,0.39829162,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:28:00.0,6.67,0.3936689,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:33:00.0,3.67,0.38562495,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:38:00.0,9.67,0.41201183,false,realTraffic/occupancy_t4013.csv
2015-09-13T16:43:00.0,7.33,0.39312145,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:03:00.0,4.94,0.38595358,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:08:00.0,5.33,0.3877601,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:13:00.0,9.17,0.40368167,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:18:00.0,2.78,0.37946257,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:23:00.0,4.28,0.38549435,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:28:00.0,10.39,0.41068673,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:33:00.0,2.39,0.3787733,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:38:00.0,11.17,0.4208825,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:48:00.0,6.67,0.3899602,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:53:00.0,6.28,0.38960534,false,realTraffic/occupancy_t4013.csv
2015-09-13T17:58:00.0,5.94,0.38812143,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:08:00.0,5.83,0.38675,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:13:00.0,6.0,0.38669503,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:18:00.0,8.33,0.39716274,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:23:00.0,5.39,0.38442397,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:28:00.0,10.17,0.40855268,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:33:00.0,6.67,0.39037117,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:38:00.0,5.78,0.38892335,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:48:00.0,9.72,0.40715873,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:53:00.0,1.67,0.38068706,false,realTraffic/occupancy_t4013.csv
2015-09-13T18:58:00.0,7.78,0.4059003,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:03:00.0,6.83,0.39076424,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:08:00.0,2.0,0.3783563,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:18:00.0,3.83,0.3836841,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:23:00.0,4.83,0.38166115,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:28:00.0,4.56,0.37947744,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:33:00.0,4.44,0.3795819,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:38:00.0,6.61,0.3876051,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:48:00.0,6.89,0.38770345,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:53:00.0,5.89,0.3849025,false,realTraffic/occupancy_t4013.csv
2015-09-13T19:58:00.0,7.0,0.3902296,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:08:00.0,7.94,0.39431614,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:13:00.0,4.72,0.38322386,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:18:00.0,3.22,0.38026422,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:23:00.0,3.0,0.3790489,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:28:00.0,2.44,0.37643048,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:33:00.0,1.89,0.3755082,false,realTraffic/occupancy_t4013.csv
2015-09-13T20:43:00.0,3.67,0.37975103,false,realTraffic/occupancy_t4013.csv
